MedianBat,MedianGps,ShapeBat,ShapeGps,SuccessRate,ValidRate,PosteriorWeight
22,20,0.4,0.8,0.0136467,0.1319,1.35886e-06
22,21,0.4,0.8,0.0213828,0.1403,1.2963e-06
22,22,0.4,0.8,0.0292758,0.1298,1.05852e-06
22,23,0.4,0.8,0.0397898,0.1332,9.45761e-07
22,24,0.4,0.8,0.0444444,0.1305,7.97387e-07
22,25,0.4,0.8,0.0622372,0.1189,6.1897e-07
22,26,0.4,0.8,0.0592525,0.1097,4.82372e-07
22,27,0.4,0.8,0.0700508,0.0985,3.63146e-07
22,28,0.4,0.8,0.093674,0.0822,2.52473e-07
22,29,0.4,0.8,0.114911,0.0731,1.86026e-07
23,5,0.4,0.8,0,0,0
23,6,0.4,0.8,0,0,0
23,7,0.4,0.8,0,0,0
23,8,0.4,0.8,0,0,0
23,9,0.4,0.8,0,0,0
23,10,0.4,0.8,0,0.0005,1.11248e-09
23,11,0.4,0.8,0,0.0012,3.95651e-09
23,12,0.4,0.8,0.0178571,0.0056,2.45221e-08
23,13,0.4,0.8,0,0.015,8.00335e-08
23,14,0.4,0.8,0.00358423,0.0279,1.69312e-07
23,15,0.4,0.8,0,0.0435,2.83969e-07
23,16,0.4,0.8,0.00451807,0.0664,4.45491e-07
23,17,0.4,0.8,0.00832342,0.0841,5.58465e-07
23,18,0.4,0.8,0.0131579,0.1064,6.77722e-07
23,19,0.4,0.8,0.0104076,0.1153,6.86173e-07
23,20,0.4,0.8,0.0150674,0.1261,6.85787e-07
23,21,0.4,0.8,0.0228013,0.1228,5.98946e-07
23,22,0.4,0.8,0.0262751,0.1294,5.57058e-07
23,23,0.4,0.8,0.0339921,0.1265,4.74144e-07
23,24,0.4,0.8,0.0495413,0.109,3.51583e-07
23,25,0.4,0.8,0.0509434,0.106,2.91297e-07
23,26,0.4,0.8,0.0580448,0.0982,2.27945e-07
23,27,0.4,0.8,0.0754936,0.0861,1.67568e-07
23,28,0.4,0.8,0.100137,0.0729,1.18199e-07
23,29,0.4,0.8,0.10101,0.0693,9.30961e-08
24,5,0.4,0.8,0,0,0
24,6,0.4,0.8,0,0,0
24,7,0.4,0.8,0,0,0
24,8,0.4,0.8,0,0,0
24,9,0.4,0.8,0,0.0001,6.85518e-11
24,10,0.4,0.8,0,0.0003,3.51183e-10
24,11,0.4,0.8,0,0.0015,2.60202e-09
24,12,0.4,0.8,0,0.0059,1.35929e-08
24,13,0.4,0.8,0,0.0121,3.39668e-08
24,14,0.4,0.8,0.00406504,0.0246,7.85432e-08
24,15,0.4,0.8,0,0.0359,1.23301e-07
24,16,0.4,0.8,0.0015625,0.064,2.25912e-07
24,17,0.4,0.8,0.00808625,0.0742,2.59235e-07
24,18,0.4,0.8,0.00441501,0.0906,3.03618e-07
24,19,0.4,0.8,0.0096432,0.1037,3.24692e-07
24,20,0.4,0.8,0.0096831,0.1136,3.25043e-07
24,21,0.4,0.8,0.0254609,0.1139,2.92282e-07
24,22,0.4,0.8,0.0314961,0.1143,2.58882e-07
24,23,0.4,0.8,0.0241287,0.1119,2.20668e-07
24,24,0.4,0.8,0.0331384,0.1026,1.74116e-07
24,25,0.4,0.8,0.049948,0.0961,1.38945e-07
24,26,0.4,0.8,0.045614,0.0855,1.04418e-07
24,27,0.4,0.8,0.0825123,0.0812,8.31443e-08
24,28,0.4,0.8,0.0608696,0.069,5.88605e-08
24,29,0.4,0.8,0.0795848,0.0578,4.08522e-08
25,5,0.4,0.8,0,0,0
25,6,0.4,0.8,0,0,0
25,7,0.4,0.8,0,0,0
25,8,0.4,0.8,0,0,0
25,9,0.4,0.8,0,0,0
25,10,0.4,0.8,0,0.0007,4.30324e-10
25,11,0.4,0.8,0,0.0015,1.36646e-09
25,12,0.4,0.8,0,0.0054,6.53337e-09
25,13,0.4,0.8,0,0.0115,1.69532e-08
25,14,0.4,0.8,0,0.0218,3.65523e-08
25,15,0.4,0.8,0.0052356,0.0382,6.88999e-08
25,16,0.4,0.8,0,0.0509,9.43544e-08
25,17,0.4,0.8,0.00874636,0.0686,1.25863e-07
25,18,0.4,0.8,0.00355872,0.0843,1.48358e-07
25,19,0.4,0.8,0.00961538,0.0936,1.53905e-07
25,20,0.4,0.8,0.0163462,0.104,1.56272e-07
25,21,0.4,0.8,0.0180608,0.1052,1.41768e-07
25,22,0.4,0.8,0.017418,0.0976,1.16089e-07
25,23,0.4,0.8,0.0274949,0.0982,1.01696e-07
25,24,0.4,0.8,0.0310825,0.0933,8.3149e-08
25,25,0.4,0.8,0.0480296,0.0812,6.16539e-08
25,26,0.4,0.8,0.0458115,0.0764,4.89988e-08
25,27,0.4,0.8,0.069209,0.0708,3.8071e-08
25,28,0.4,0.8,0.0494881,0.0586,2.62517e-08
25,29,0.4,0.8,0.0747664,0.0535,1.98576e-08
26,5,0.4,0.8,0,0,0
26,6,0.4,0.8,0,0,0
26,7,0.4,0.8,0,0,0
26,8,0.4,0.8,0,0,0
26,9,0.4,0.8,0,0.0001,1.88936e-11
26,10,0.4,0.8,0,0.0003,9.67901e-11
26,11,0.4,0.8,0,0.0016,7.64956e-10
26,12,0.4,0.8,0,0.005,3.17487e-09
26,13,0.4,0.8,0,0.0107,8.27847e-09
26,14,0.4,0.8,0,0.022,1.93594e-08
26,15,0.4,0.8,0,0.0376,3.55922e-08
26,16,0.4,0.8,0,0.0491,4.77681e-08
26,17,0.4,0.8,0,0.062,5.97005e-08
26,18,0.4,0.8,0.00246305,0.0812,7.49984e-08
26,19,0.4,0.8,0.00573394,0.0872,7.525e-08
26,20,0.4,0.8,0.00653595,0.0918,7.23939e-08
26,21,0.4,0.8,0.0190678,0.0944,6.67647e-08
26,22,0.4,0.8,0.0230263,0.0912,5.69308e-08
26,23,0.4,0.8,0.0121413,0.0906,4.92418e-08
26,24,0.4,0.8,0.0297974,0.0839,3.92418e-08
26,25,0.4,0.8,0.0355828,0.0815,3.24769e-08
26,26,0.4,0.8,0.0416667,0.0672,2.2619e-08
26,27,0.4,0.8,0.0573643,0.0645,1.82026e-08
26,28,0.4,0.8,0.0643939,0.0528,1.24138e-08
26,29,0.4,0.8,0.054902,0.051,9.93469e-09
27,5,0.4,0.8,0,0,0
27,6,0.4,0.8,0,0,0
27,7,0.4,0.8,0,0,0
27,8,0.4,0.8,0,0,0
27,9,0.4,0.8,0,0,0
27,10,0.4,0.8,0,0,0
27,11,0.4,0.8,0,0.001,2.51011e-10
27,12,0.4,0.8,0,0.0041,1.36684e-09
27,13,0.4,0.8,0,0.0098,3.98079e-09
27,14,0.4,0.8,0,0.0192,8.8705e-09
27,15,0.4,0.8,0.00331126,0.0302,1.5009e-08
27,16,0.4,0.8,0,0.0443,2.26275e-08
27,17,0.4,0.8,0.0033389,0.0599,3.02823e-08
27,18,0.4,0.8,0.00409277,0.0733,3.55448e-08
27,19,0.4,0.8,0.00251256,0.0796,3.60645e-08
27,20,0.4,0.8,0.00856793,0.0817,3.38266e-08
27,21,0.4,0.8,0.0150215,0.0932,3.46073e-08
27,22,0.4,0.8,0.0212264,0.0848,2.77923e-08
27,23,0.4,0.8,0.0164141,0.0792,2.26e-08
27,24,0.4,0.8,0.0260078,0.0769,1.88838e-08
27,25,0.4,0.8,0.0330935,0.0695,1.45405e-08
27,26,0.4,0.8,0.0380518,0.0657,1.16104e-08
27,27,0.4,0.8,0.0522523,0.0555,8.22324e-09
27,28,0.4,0.8,0.046332,0.0518,6.39407e-09
27,29,0.4,0.8,0.0502283,0.0438,4.47955e-09
28,5,0.4,0.8,0,0,0
28,6,0.4,0.8,0,0,0
28,7,0.4,0.8,0,0,0
28,8,0.4,0.8,0,0,0
28,9,0.4,0.8,0,0,0
28,10,0.4,0.8,0,0.0001,8.90404e-12
28,11,0.4,0.8,0,0.001,1.31945e-10
28,12,0.4,0.8,0,0.0041,7.18484e-10
28,13,0.4,0.8,0,0.0069,1.47331e-09
28,14,0.4,0.8,0,0.0173,4.2014e-09
28,15,0.4,0.8,0,0.0315,8.22916e-09
28,16,0.4,0.8,0.00265252,0.0377,1.01222e-08
28,17,0.4,0.8,0.00368324,0.0543,1.44299e-08
28,18,0.4,0.8,0.00735294,0.068,1.73333e-08
28,19,0.4,0.8,0.00435414,0.0689,1.64092e-08
28,20,0.4,0.8,0.0114358,0.0787,1.71282e-08
28,21,0.4,0.8,0.00471143,0.0849,1.65714e-08
28,22,0.4,0.8,0.0102041,0.0784,1.35066e-08
28,23,0.4,0.8,0.016624,0.0782,1.17298e-08
28,24,0.4,0.8,0.0233838,0.0727,9.38424e-09
28,25,0.4,0.8,0.0304878,0.0656,7.21436e-09
28,26,0.4,0.8,0.0425532,0.0564,5.23915e-09
28,27,0.4,0.8,0.037037,0.0486,3.78519e-09
28,28,0.4,0.8,0.0470588,0.0425,2.75764e-09
28,29,0.4,0.8,0.0439024,0.041,2.20417e-09
29,5,0.4,0.8,0,0,0
29,6,0.4,0.8,0,0,0
29,7,0.4,0.8,0,0,0
29,8,0.4,0.8,0,0,0
29,9,0.4,0.8,0,0.0001,2.74609e-12
29,10,0.4,0.8,0,0.0001,4.6893e-12
29,11,0.4,0.8,0,0.0008,5.55911e-11
29,12,0.4,0.8,0,0.003,2.7687e-10
29,13,0.4,0.8,0,0.0075,8.43386e-10
29,14,0.4,0.8,0.00729927,0.0137,1.75222e-09
29,15,0.4,0.8,0,0.0227,3.12314e-09
29,16,0.4,0.8,0.00514139,0.0389,5.50053e-09
29,17,0.4,0.8,0.00196464,0.0509,7.12365e-09
29,18,0.4,0.8,0.00315956,0.0633,8.49764e-09
29,19,0.4,0.8,0.00784929,0.0637,7.98965e-09
29,20,0.4,0.8,0.00877193,0.0684,7.83997e-09
29,21,0.4,0.8,0.0106809,0.0749,7.69937e-09
29,22,0.4,0.8,0.0188406,0.069,6.26037e-09
29,23,0.4,0.8,0.0126183,0.0634,5.00834e-09
29,24,0.4,0.8,0.0105581,0.0663,4.50712e-09
29,25,0.4,0.8,0.0403226,0.062,3.59093e-09
29,26,0.4,0.8,0.0342205,0.0526,2.57329e-09
29,27,0.4,0.8,0.0429185,0.0466,1.91143e-09
29,28,0.4,0.8,0.0376471,0.0425,1.45231e-09
29,29,0.4,0.8,0.0480226,0.0354,1.00227e-09
5,5,0.4,0.9,0,0,0
5,6,0.4,0.9,0,0,0
5,7,0.4,0.9,0,0,0
5,8,0.4,0.9,0,0,0
5,9,0.4,0.9,0,0,0
5,10,0.4,0.9,0,0,0
5,11,0.4,0.9,0,0,0
5,12,0.4,0.9,0,0.0002,2.33942e-08
5,13,0.4,0.9,0,0.0002,2.85048e-08
5,14,0.4,0.9,0.25,0.0008,1.29683e-07
5,15,0.4,0.9,0.217391,0.0023,4.01067e-07
5,16,0.4,0.9,0.0714286,0.0042,7.5271e-07
5,17,0.4,0.9,0.240506,0.0079,1.40131e-06
5,18,0.4,0.9,0.318182,0.0132,2.24591e-06
5,19,0.4,0.9,0.372549,0.0153,2.43222e-06
5,20,0.4,0.9,0.430769,0.0195,2.8328e-06
5,21,0.4,0.9,0.432836,0.0201,2.61874e-06
5,22,0.4,0.9,0.514423,0.0208,2.39187e-06
5,23,0.4,0.9,0.549242,0.0264,2.64321e-06
5,24,0.4,0.9,0.594982,0.0279,2.40388e-06
5,25,0.4,0.9,0.590909,0.0242,1.77645e-06
5,26,0.4,0.9,0.572519,0.0262,1.62453e-06
5,27,0.4,0.9,0.653509,0.0228,1.1853e-06
5,28,0.4,0.9,0.706522,0.0184,7.96913e-07
5,29,0.4,0.9,0.707692,0.0195,6.99746e-07
6,5,0.4,0.9,0,0,0
6,6,0.4,0.9,0,0,0
6,7,0.4,0.9,0,0,0
6,8,0.4,0.9,0,0,0
6,9,0.4,0.9,0,0,0
6,10,0.4,0.9,0,0,0
6,11,0.4,0.9,0,0.0001,4.48648e-08
6,12,0.4,0.9,0,0.0004,2.38345e-07
6,13,0.4,0.9,0,0.0009,6.53429e-07
6,14,0.4,0.9,0.0357143,0.0028,2.31216e-06
6,15,0.4,0.9,0.0909091,0.0066,5.86274e-06
6,16,0.4,0.9,0.145455,0.011,1.00424e-05
6,17,0.4,0.9,0.193396,0.0212,1.91563e-05
6,18,0.4,0.9,0.192691,0.0301,2.60887e-05
6,19,0.4,0.9,0.206704,0.0358,2.89909e-05
6,20,0.4,0.9,0.314421,0.0423,3.13032e-05
6,21,0.4,0.9,0.326572,0.0493,3.27198e-05
6,22,0.4,0.9,0.394286,0.0525,3.07539e-05
6,23,0.4,0.9,0.440932,0.0601,3.06528e-05
6,24,0.4,0.9,0.454861,0.0576,2.52813e-05
6,25,0.4,0.9,0.493308,0.0523,1.95572e-05
6,26,0.4,0.9,0.546371,0.0496,1.56666e-05
6,27,0.4,0.9,0.613636,0.0484,1.28176e-05
6,28,0.4,0.9,0.60049,0.0408,9.00162e-06
6,29,0.4,0.9,0.655422,0.0415,7.58615e-06
7,5,0.4,0.9,0,0,0
7,6,0.4,0.9,0,0,0
7,7,0.4,0.9,0,0,0
7,8,0.4,0.9,0,0,0
7,9,0.4,0.9,0,0,0
7,10,0.4,0.9,0,0,0
7,11,0.4,0.9,0,0.0001,1.15862e-07
7,12,0.4,0.9,0,0.0008,1.23104e-06
7,13,0.4,0.9,0.037037,0.0027,5.0624e-06
7,14,0.4,0.9,0.0454545,0.0066,1.40747e-05
7,15,0.4,0.9,0.0466667,0.015,3.441e-05
7,16,0.4,0.9,0.0534351,0.0262,6.17709e-05
7,17,0.4,0.9,0.104167,0.0384,8.96072e-05
7,18,0.4,0.9,0.158,0.05,0.000111916
7,19,0.4,0.9,0.202435,0.0657,0.000137398
7,20,0.4,0.9,0.220588,0.0748,0.000142951
7,21,0.4,0.9,0.272832,0.0865,0.000148258
7,22,0.4,0.9,0.330228,0.0966,0.000146135
7,23,0.4,0.9,0.354144,0.0929,0.000122362
7,24,0.4,0.9,0.395676,0.0925,0.000104847
7,25,0.4,0.9,0.437055,0.0842,8.1312e-05
7,26,0.4,0.9,0.462986,0.0797,6.50113e-05
7,27,0.4,0.9,0.50596,0.0755,5.16352e-05
7,28,0.4,0.9,0.530364,0.0741,4.22197e-05
7,29,0.4,0.9,0.563607,0.0621,2.93158e-05
8,5,0.4,0.9,0,0,0
8,6,0.4,0.9,0,0,0
8,7,0.4,0.9,0,0,0
8,8,0.4,0.9,0,0,0
8,9,0.4,0.9,0,0,0
8,10,0.4,0.9,0,0,0
8,11,0.4,0.9,0,0.0003,5.75959e-07
8,12,0.4,0.9,0,0.0016,4.07971e-06
8,13,0.4,0.9,0.0384615,0.0026,8.07781e-06
8,14,0.4,0.9,0.0192308,0.0104,3.675e-05
8,15,0.4,0.9,0.0381356,0.0236,8.97084e-05
8,16,0.4,0.9,0.0843023,0.0344,0.000134391
8,17,0.4,0.9,0.0896309,0.0569,0.000220015
8,18,0.4,0.9,0.120466,0.0772,0.00028633
8,19,0.4,0.9,0.162577,0.0978,0.000338908
8,20,0.4,0.9,0.212413,0.1144,0.000362276
8,21,0.4,0.9,0.216612,0.1228,0.00034876
8,22,0.4,0.9,0.24403,0.134,0.0003359
8,23,0.4,0.9,0.313308,0.1315,0.000287002
8,24,0.4,0.9,0.317437,0.1342,0.000252054
8,25,0.4,0.9,0.382114,0.123,0.000196823
8,26,0.4,0.9,0.377853,0.1183,0.000159898
8,27,0.4,0.9,0.430052,0.1158,0.000131231
8,28,0.4,0.9,0.454737,0.095,8.96909e-05
8,29,0.4,0.9,0.508294,0.0844,6.60207e-05
9,5,0.4,0.9,0,0,0
9,6,0.4,0.9,0,0,0
9,7,0.4,0.9,0,0,0
9,8,0.4,0.9,0,0,0
9,9,0.4,0.9,0,0,0
9,10,0.4,0.9,0,0.0001,1.58453e-07
9,11,0.4,0.9,0,0.0003,7.04414e-07
9,12,0.4,0.9,0,0.0013,4.05405e-06
9,13,0.4,0.9,0.0338983,0.0059,2.24186e-05
9,14,0.4,0.9,0.0434783,0.0138,5.96402e-05
9,15,0.4,0.9,0.0268456,0.0298,0.00013854
9,16,0.4,0.9,0.047619,0.0546,0.000260879
9,17,0.4,0.9,0.0657895,0.076,0.00035941
9,18,0.4,0.9,0.0994424,0.1076,0.000488088
9,19,0.4,0.9,0.122642,0.1272,0.000539097
9,20,0.4,0.9,0.156019,0.1487,0.000575918
9,21,0.4,0.9,0.17866,0.1612,0.000559925
9,22,0.4,0.9,0.216184,0.1656,0.000507695
9,23,0.4,0.9,0.242478,0.1695,0.000452445
9,24,0.4,0.9,0.292423,0.1597,0.000366845
9,25,0.4,0.9,0.316314,0.1606,0.000314306
9,26,0.4,0.9,0.344925,0.1409,0.000232919
9,27,0.4,0.9,0.384966,0.1317,0.000182536
9,28,0.4,0.9,0.422857,0.1225,0.000141448
9,29,0.4,0.9,0.436578,0.1017,9.7296e-05
10,5,0.4,0.9,0,0,0
10,6,0.4,0.9,0,0,0
10,7,0.4,0.9,0,0,0
10,8,0.4,0.9,0,0,0
10,9,0.4,0.9,0,0,0
10,10,0.4,0.9,0,0.0002,3.1256e-07
10,11,0.4,0.9,0,0.0005,1.15793e-06
10,12,0.4,0.9,0,0.0018,5.53634e-06
10,13,0.4,0.9,0,0.0081,3.03561e-05
10,14,0.4,0.9,0.0225225,0.0222,9.46275e-05
10,15,0.4,0.9,0.0300546,0.0366,0.000167819
10,16,0.4,0.9,0.0656,0.0625,0.000294531
10,17,0.4,0.9,0.0512273,0.0937,0.000437038
10,18,0.4,0.9,0.0821018,0.1218,0.000544925
10,19,0.4,0.9,0.094811,0.1561,0.000652509
10,20,0.4,0.9,0.115517,0.174,0.000664665
10,21,0.4,0.9,0.143832,0.1905,0.000652625
10,22,0.4,0.9,0.172178,0.1905,0.000576025
10,23,0.4,0.9,0.210292,0.2021,0.000532067
10,24,0.4,0.9,0.238706,0.1948,0.000441337
10,25,0.4,0.9,0.275,0.18,0.000347443
10,26,0.4,0.9,0.29419,0.1635,0.000266573
10,27,0.4,0.9,0.316832,0.1515,0.0002071
10,28,0.4,0.9,0.348659,0.1305,0.000148619
10,29,0.4,0.9,0.389121,0.1195,0.000112758
11,5,0.4,0.9,0,0,0
11,6,0.4,0.9,0,0,0
11,7,0.4,0.9,0,0,0
11,8,0.4,0.9,0,0,0
11,9,0.4,0.9,0,0,0
11,10,0.4,0.9,0,0.0003,3.95453e-07
11,11,0.4,0.9,0,0.0005,9.76676e-07
11,12,0.4,0.9,0,0.0022,5.70745e-06
11,13,0.4,0.9,0,0.0087,2.75011e-05
11,14,0.4,0.9,0.00816327,0.0245,8.80846e-05
11,15,0.4,0.9,0.0195652,0.046,0.000177905
11,16,0.4,0.9,0.0166436,0.0721,0.000286586
11,17,0.4,0.9,0.0367836,0.1169,0.000459901
11,18,0.4,0.9,0.0499653,0.1441,0.000543781
11,19,0.4,0.9,0.0788313,0.1814,0.000639574
11,20,0.4,0.9,0.107484,0.1991,0.000641497
11,21,0.4,0.9,0.117647,0.2074,0.000599304
11,22,0.4,0.9,0.143702,0.2199,0.000560843
11,23,0.4,0.9,0.153215,0.2193,0.000486977
11,24,0.4,0.9,0.192753,0.1987,0.000379707
11,25,0.4,0.9,0.23511,0.1914,0.000311618
11,26,0.4,0.9,0.254777,0.1727,0.000237498
11,27,0.4,0.9,0.279515,0.1567,0.000180678
11,28,0.4,0.9,0.305394,0.1372,0.000131792
11,29,0.4,0.9,0.337088,0.1243,9.8928e-05
12,5,0.4,0.9,0,0,0
12,6,0.4,0.9,0,0,0
12,7,0.4,0.9,0,0,0
12,8,0.4,0.9,0,0,0
12,9,0.4,0.9,0,0,0
12,10,0.4,0.9,0,0,0
12,11,0.4,0.9,0,0.0006,8.80271e-07
12,12,0.4,0.9,0,0.0032,6.23526e-06
12,13,0.4,0.9,0.00925926,0.0108,2.56412e-05
12,14,0.4,0.9,0.00884956,0.0226,6.10277e-05
12,15,0.4,0.9,0.0270793,0.0517,0.000150178
12,16,0.4,0.9,0.0236908,0.0802,0.00023943
12,17,0.4,0.9,0.0292953,0.1263,0.000373197
12,18,0.4,0.9,0.043949,0.157,0.000444984
12,19,0.4,0.9,0.0669935,0.1836,0.000486196
12,20,0.4,0.9,0.0810811,0.2109,0.000510369
12,21,0.4,0.9,0.0944987,0.2254,0.00048919
12,22,0.4,0.9,0.115436,0.2261,0.000433113
12,23,0.4,0.9,0.147512,0.2271,0.000378766
12,24,0.4,0.9,0.166743,0.2171,0.000311599
12,25,0.4,0.9,0.187407,0.2017,0.000246644
12,26,0.4,0.9,0.224289,0.1828,0.000188812
12,27,0.4,0.9,0.258557,0.1636,0.000141679
12,28,0.4,0.9,0.265614,0.1457,0.000105119
12,29,0.4,0.9,0.321667,0.12,7.17321e-05
13,5,0.4,0.9,0,0,0
13,6,0.4,0.9,0,0,0
13,7,0.4,0.9,0,0,0
13,8,0.4,0.9,0,0,0
13,9,0.4,0.9,0,0,0
13,10,0.4,0.9,0,0.0001,6.81404e-08
13,11,0.4,0.9,0,0.001,1.00975e-06
13,12,0.4,0.9,0,0.0034,4.55963e-06
13,13,0.4,0.9,0.00840336,0.0119,1.9445e-05
13,14,0.4,0.9,0.012766,0.0235,4.3675e-05
13,15,0.4,0.9,0.00912409,0.0548,0.000109558
13,16,0.4,0.9,0.0103926,0.0866,0.000177938
13,17,0.4,0.9,0.0329095,0.1337,0.000271902
13,18,0.4,0.9,0.039653,0.1614,0.000314843
13,19,0.4,0.9,0.0467955,0.1966,0.000358318
13,20,0.4,0.9,0.0599908,0.2167,0.000360922
13,21,0.4,0.9,0.080494,0.2348,0.000350726
13,22,0.4,0.9,0.11452,0.2314,0.000305078
13,23,0.4,0.9,0.126511,0.2316,0.000265852
13,24,0.4,0.9,0.131185,0.2203,0.000217619
13,25,0.4,0.9,0.1652,0.2046,0.000172194
13,26,0.4,0.9,0.202553,0.1802,0.000128102
13,27,0.4,0.9,0.235366,0.164,9.7749e-05
13,28,0.4,0.9,0.251724,0.145,7.20003e-05
13,29,0.4,0.9,0.265638,0.1231,5.06451e-05
14,5,0.4,0.9,0,0,0
14,6,0.4,0.9,0,0,0
14,7,0.4,0.9,0,0,0
14,8,0.4,0.9,0,0,0
14,9,0.4,0.9,0,0,0
14,10,0.4,0.9,0,0,0
14,11,0.4,0.9,0,0.001,6.50236e-07
14,12,0.4,0.9,0,0.0051,4.40433e-06
14,13,0.4,0.9,0,0.0119,1.25218e-05
14,14,0.4,0.9,0.00320513,0.0312,3.73404e-05
14,15,0.4,0.9,0.011925,0.0587,7.55717e-05
14,16,0.4,0.9,0.0203209,0.0935,0.000123715
14,17,0.4,0.9,0.0132916,0.1279,0.000167498
14,18,0.4,0.9,0.0274914,0.1746,0.000219328
14,19,0.4,0.9,0.0342011,0.1959,0.000229921
14,20,0.4,0.9,0.0502793,0.2148,0.000230382
14,21,0.4,0.9,0.0651341,0.2349,0.00022595
14,22,0.4,0.9,0.0812941,0.2411,0.000204693
14,23,0.4,0.9,0.0957082,0.233,0.000172233
14,24,0.4,0.9,0.134705,0.2138,0.000136003
14,25,0.4,0.9,0.136809,0.1937,0.000104978
14,26,0.4,0.9,0.175246,0.1826,8.35909e-05
14,27,0.4,0.9,0.196845,0.1585,6.08354e-05
14,28,0.4,0.9,0.229197,0.137,4.38072e-05
14,29,0.4,0.9,0.276836,0.1239,3.28253e-05
15,5,0.4,0.9,0,0,0
15,6,0.4,0.9,0,0,0
15,7,0.4,0.9,0,0,0
15,8,0.4,0.9,0,0,0
15,9,0.4,0.9,0,0,0
15,10,0.4,0.9,0,0,0
15,11,0.4,0.9,0,0.0007,2.78521e-07
15,12,0.4,0.9,0,0.0046,2.43084e-06
15,13,0.4,0.9,0,0.014,9.0144e-06
15,14,0.4,0.9,0,0.0307,2.24828e-05
15,15,0.4,0.9,0.00518135,0.0579,4.5613e-05
15,16,0.4,0.9,0.0127524,0.0941,7.61884e-05
15,17,0.4,0.9,0.018254,0.126,0.000100972
15,18,0.4,0.9,0.0236175,0.1736,0.000133441
15,19,0.4,0.9,0.0398773,0.1956,0.000140476
15,20,0.4,0.9,0.0421245,0.2184,0.000143336
15,21,0.4,0.9,0.0633075,0.2322,0.000136672
15,22,0.4,0.9,0.066141,0.2283,0.000118604
15,23,0.4,0.9,0.0914522,0.2176,9.84254e-05
15,24,0.4,0.9,0.116006,0.2043,7.9524e-05
15,25,0.4,0.9,0.140853,0.1853,6.14518e-05
15,26,0.4,0.9,0.146369,0.1749,4.89933e-05
15,27,0.4,0.9,0.140903,0.1462,3.43371e-05
15,28,0.4,0.9,0.184473,0.1301,2.5456e-05
15,29,0.4,0.9,0.198157,0.1085,1.75896e-05
16,5,0.4,0.9,0,0,0
16,6,0.4,0.9,0,0,0
16,7,0.4,0.9,0,0,0
16,8,0.4,0.9,0,0,0
16,9,0.4,0.9,0,0,0
16,10,0.4,0.9,0,0,0
16,11,0.4,0.9,0,0.0009,2.10666e-07
16,12,0.4,0.9,0,0.0041,1.2746e-06
16,13,0.4,0.9,0,0.0119,4.50763e-06
16,14,0.4,0.9,0.00374532,0.0267,1.15031e-05
16,15,0.4,0.9,0.00706714,0.0566,2.62312e-05
16,16,0.4,0.9,0.0124575,0.0883,4.20584e-05
16,17,0.4,0.9,0.010878,0.1287,6.06736e-05
16,18,0.4,0.9,0.0165037,0.1636,7.398e-05
16,19,0.4,0.9,0.029106,0.1924,8.12887e-05
16,20,0.4,0.9,0.0352941,0.2125,8.20453e-05
16,21,0.4,0.9,0.0463607,0.2157,7.46896e-05
16,22,0.4,0.9,0.0587139,0.2146,6.55869e-05
16,23,0.4,0.9,0.0701842,0.2009,5.3459e-05
16,24,0.4,0.9,0.101072,0.1959,4.48597e-05
16,25,0.4,0.9,0.106087,0.1725,3.36543e-05
16,26,0.4,0.9,0.132111,0.1582,2.60703e-05
16,27,0.4,0.9,0.160256,0.1404,1.93988e-05
16,28,0.4,0.9,0.15798,0.1228,1.41353e-05
16,29,0.4,0.9,0.177007,0.1096,1.04527e-05
17,5,0.4,0.9,0,0,0
17,6,0.4,0.9,0,0,0
17,7,0.4,0.9,0,0,0
17,8,0.4,0.9,0,0,0
17,9,0.4,0.9,0,0,0
17,10,0.4,0.9,0,0.0001,9.01428e-09
17,11,0.4,0.9,0,0.0005,6.67895e-08
17,12,0.4,0.9,0,0.0034,6.03193e-07
17,13,0.4,0.9,0.0188679,0.0159,3.43704e-06
17,14,0.4,0.9,0.00355872,0.0281,6.90873e-06
17,15,0.4,0.9,0.00533808,0.0562,1.48636e-05
17,16,0.4,0.9,0.0114943,0.087,2.36482e-05
17,17,0.4,0.9,0.0134175,0.1267,3.40866e-05
17,18,0.4,0.9,0.0161994,0.1605,4.14183e-05
17,19,0.4,0.9,0.0253093,0.1778,4.2869e-05
17,20,0.4,0.9,0.0321782,0.202,4.45074e-05
17,21,0.4,0.9,0.0435824,0.2088,4.12598e-05
17,22,0.4,0.9,0.0587678,0.211,3.68007e-05
17,23,0.4,0.9,0.067244,0.1963,2.9809e-05
17,24,0.4,0.9,0.0743889,0.1882,2.4594e-05
17,25,0.4,0.9,0.0888889,0.1665,1.85375e-05
17,26,0.4,0.9,0.109167,0.1429,1.34387e-05
17,27,0.4,0.9,0.121019,0.1256,9.90341e-06
17,28,0.4,0.9,0.15582,0.1091,7.16667e-06
17,29,0.4,0.9,0.147594,0.0935,5.08882e-06
18,5,0.4,0.9,0,0,0
18,6,0.4,0.9,0,0,0
18,7,0.4,0.9,0,0,0
18,8,0.4,0.9,0,0,0
18,9,0.4,0.9,0,0,0
18,10,0.4,0.9,0,0.0001,5.02496e-09
18,11,0.4,0.9,0,0.0009,6.70166e-08
18,12,0.4,0.9,0,0.0039,3.85694e-07
18,13,0.4,0.9,0,0.0111,1.33756e-06
18,14,0.4,0.9,0.00371747,0.0269,3.68676e-06
