MedianBat,MedianGps,ShapeBat,ShapeGps,SuccessRate,ValidRate,PosteriorWeight
5,5,0.4,0.4,0,0,0
5,6,0.4,0.4,0,0,0
5,7,0.4,0.4,0,0.0001,6.34703e-10
5,8,0.4,0.4,0,0.0001,1.68918e-09
5,9,0.4,0.4,0.666667,0.0003,1.04414e-08
5,10,0.4,0.4,0.5,0.0008,4.75468e-08
5,11,0.4,0.4,0.333333,0.0009,7.92649e-08
5,12,0.4,0.4,0.555556,0.0018,2.10548e-07
5,13,0.4,0.4,0.666667,0.0024,3.42058e-07
5,14,0.4,0.4,0.68,0.0025,4.05258e-07
5,15,0.4,0.4,0.710526,0.0038,6.62632e-07
5,16,0.4,0.4,0.660377,0.0053,9.49848e-07
5,17,0.4,0.4,0.73913,0.0069,1.22393e-06
5,18,0.4,0.4,0.638889,0.0072,1.22504e-06
5,19,0.4,0.4,0.677778,0.009,1.43072e-06
5,20,0.4,0.4,0.795918,0.0098,1.42366e-06
5,21,0.4,0.4,0.827869,0.0122,1.58949e-06
5,22,0.4,0.4,0.805085,0.0118,1.35693e-06
5,23,0.4,0.4,0.826087,0.0138,1.38168e-06
5,24,0.4,0.4,0.833333,0.0144,1.24071e-06
5,25,0.4,0.4,0.841463,0.0164,1.20388e-06
5,26,0.4,0.4,0.871795,0.0156,9.67277e-07
5,27,0.4,0.4,0.851648,0.0182,9.46164e-07
5,28,0.4,0.4,0.885167,0.0209,9.05189e-07
5,29,0.4,0.4,0.87,0.02,7.17688e-07
6,5,0.4,0.4,0,0,0
6,6,0.4,0.4,0,0.0001,8.4624e-10
6,7,0.4,0.4,0,0.0005,1.61662e-08
6,8,0.4,0.4,0.25,0.0004,3.44194e-08
6,9,0.4,0.4,0,0.0009,1.59569e-07
6,10,0.4,0.4,0.277778,0.0018,5.44968e-07
6,11,0.4,0.4,0.346154,0.0026,1.16649e-06
6,12,0.4,0.4,0.277778,0.0036,2.1451e-06
6,13,0.4,0.4,0.453125,0.0064,4.6466e-06
6,14,0.4,0.4,0.40625,0.0064,5.28493e-06
6,15,0.4,0.4,0.563218,0.0087,7.72816e-06
6,16,0.4,0.4,0.508197,0.0122,1.1138e-05
6,17,0.4,0.4,0.57047,0.0149,1.34636e-05
6,18,0.4,0.4,0.632184,0.0174,1.50811e-05
6,19,0.4,0.4,0.64467,0.0197,1.59531e-05
6,20,0.4,0.4,0.65368,0.0231,1.70947e-05
6,21,0.4,0.4,0.692641,0.0231,1.53312e-05
6,22,0.4,0.4,0.734982,0.0283,1.65778e-05
6,23,0.4,0.4,0.737931,0.029,1.47908e-05
6,24,0.4,0.4,0.741538,0.0325,1.42646e-05
6,25,0.4,0.4,0.735849,0.0371,1.38733e-05
6,26,0.4,0.4,0.814607,0.0356,1.12446e-05
6,27,0.4,0.4,0.803069,0.0391,1.03547e-05
6,28,0.4,0.4,0.802564,0.039,8.60449e-06
6,29,0.4,0.4,0.832569,0.0436,7.97003e-06
7,5,0.4,0.4,0,0,0
7,6,0.4,0.4,1,0.0001,2.1854e-09
7,7,0.4,0.4,0,0.0002,1.66996e-08
7,8,0.4,0.4,0,0.0015,3.33327e-07
7,9,0.4,0.4,0.15,0.002,9.15739e-07
7,10,0.4,0.4,0.266667,0.003,2.34561e-06
7,11,0.4,0.4,0.371429,0.0035,4.05519e-06
7,12,0.4,0.4,0.191781,0.0073,1.12332e-05
7,13,0.4,0.4,0.298969,0.0097,1.81871e-05
7,14,0.4,0.4,0.421875,0.0128,2.72964e-05
7,15,0.4,0.4,0.43662,0.0213,4.88622e-05
7,16,0.4,0.4,0.410377,0.0212,4.99825e-05
7,17,0.4,0.4,0.431718,0.0227,5.2971e-05
7,18,0.4,0.4,0.486486,0.0296,6.62542e-05
7,19,0.4,0.4,0.537791,0.0344,7.19406e-05
7,20,0.4,0.4,0.61157,0.0363,6.93733e-05
7,21,0.4,0.4,0.582547,0.0424,7.26719e-05
7,22,0.4,0.4,0.64657,0.0481,7.27651e-05
7,23,0.4,0.4,0.644444,0.0495,6.51984e-05
7,24,0.4,0.4,0.686316,0.0475,5.38402e-05
7,25,0.4,0.4,0.666034,0.0527,5.08924e-05
7,26,0.4,0.4,0.714041,0.0584,4.76369e-05
7,27,0.4,0.4,0.741985,0.0655,4.47961e-05
7,28,0.4,0.4,0.747041,0.0676,3.85162e-05
7,29,0.4,0.4,0.740849,0.0683,3.22426e-05
8,5,0.4,0.4,0,0,0
8,6,0.4,0.4,0,0,0
8,7,0.4,0.4,0.166667,0.0006,8.30145e-08
8,8,0.4,0.4,0.153846,0.0013,4.78686e-07
8,9,0.4,0.4,0.0526316,0.0019,1.44153e-06
8,10,0.4,0.4,0.153846,0.0052,6.737e-06
8,11,0.4,0.4,0.182927,0.0082,1.57429e-05
8,12,0.4,0.4,0.216216,0.0111,2.8303e-05
8,13,0.4,0.4,0.279762,0.0168,5.21951e-05
8,14,0.4,0.4,0.319588,0.0194,6.85529e-05
8,15,0.4,0.4,0.338912,0.0239,9.08487e-05
8,16,0.4,0.4,0.386885,0.0305,0.000119154
8,17,0.4,0.4,0.444444,0.0387,0.000149641
8,18,0.4,0.4,0.445521,0.0413,0.000153179
8,19,0.4,0.4,0.468354,0.0474,0.000164256
8,20,0.4,0.4,0.482375,0.0539,0.000170688
8,21,0.4,0.4,0.56135,0.0652,0.000185172
8,22,0.4,0.4,0.535714,0.0644,0.000161433
8,23,0.4,0.4,0.550512,0.0683,0.000149067
8,24,0.4,0.4,0.576816,0.0716,0.000134479
8,25,0.4,0.4,0.626302,0.0768,0.000122894
8,26,0.4,0.4,0.623361,0.0839,0.000113402
8,27,0.4,0.4,0.665537,0.0885,0.000100293
8,28,0.4,0.4,0.698135,0.0858,8.10051e-05
8,29,0.4,0.4,0.695556,0.09,7.04012e-05
9,5,0.4,0.4,0,0,0
9,6,0.4,0.4,0,0.0003,1.32867e-08
9,7,0.4,0.4,0,0.0006,1.01529e-07
9,8,0.4,0.4,0.0454545,0.0022,9.90755e-07
9,9,0.4,0.4,0.1,0.005,4.63955e-06
9,10,0.4,0.4,0.0985915,0.0071,1.12501e-05
9,11,0.4,0.4,0.173913,0.0092,2.1602e-05
9,12,0.4,0.4,0.173554,0.0121,3.77339e-05
9,13,0.4,0.4,0.246305,0.0203,7.71352e-05
9,14,0.4,0.4,0.22069,0.029,0.000125331
9,15,0.4,0.4,0.276657,0.0347,0.00016132
9,16,0.4,0.4,0.259901,0.0404,0.000193031
9,17,0.4,0.4,0.308429,0.0522,0.000246858
9,18,0.4,0.4,0.392734,0.0578,0.000262189
9,19,0.4,0.4,0.420402,0.0647,0.000274211
9,20,0.4,0.4,0.449568,0.0694,0.000268788
9,21,0.4,0.4,0.438926,0.0745,0.000258774
9,22,0.4,0.4,0.491422,0.0816,0.000250168
9,23,0.4,0.4,0.533097,0.0846,0.000225822
9,24,0.4,0.4,0.527313,0.0897,0.000206049
9,25,0.4,0.4,0.534397,0.1003,0.000196294
9,26,0.4,0.4,0.559501,0.1042,0.000172251
9,27,0.4,0.4,0.590317,0.1074,0.000148856
9,28,0.4,0.4,0.618659,0.1104,0.000127477
9,29,0.4,0.4,0.625756,0.1157,0.00011069
10,5,0.4,0.4,0,0.0001,6.68857e-10
10,6,0.4,0.4,0,0.0002,8.73631e-09
10,7,0.4,0.4,0,0.001,1.66895e-07
10,8,0.4,0.4,0.0357143,0.0028,1.24367e-06
10,9,0.4,0.4,0.0243902,0.0041,3.75227e-06
10,10,0.4,0.4,0.0909091,0.0077,1.20336e-05
10,11,0.4,0.4,0.0625,0.0128,2.96429e-05
10,12,0.4,0.4,0.166667,0.0162,4.9827e-05
10,13,0.4,0.4,0.152091,0.0263,9.85635e-05
10,14,0.4,0.4,0.211921,0.0302,0.000128727
10,15,0.4,0.4,0.242494,0.0433,0.000198541
10,16,0.4,0.4,0.259714,0.0489,0.000230441
10,17,0.4,0.4,0.288525,0.061,0.000284518
10,18,0.4,0.4,0.345853,0.0639,0.000285885
10,19,0.4,0.4,0.313237,0.0763,0.00031894
10,20,0.4,0.4,0.3396,0.0851,0.000325075
10,21,0.4,0.4,0.395593,0.0953,0.000326484
10,22,0.4,0.4,0.452081,0.1033,0.000312354
10,23,0.4,0.4,0.437328,0.1093,0.000287753
10,24,0.4,0.4,0.459364,0.1132,0.000256465
10,25,0.4,0.4,0.493415,0.1139,0.000219854
10,26,0.4,0.4,0.527638,0.1194,0.000194672
10,27,0.4,0.4,0.515638,0.1247,0.000170464
10,28,0.4,0.4,0.543382,0.136,0.000154883
10,29,0.4,0.4,0.568268,0.1311,0.000123703
11,5,0.4,0.4,1,0.0001,5.64161e-10
11,6,0.4,0.4,0,0.0005,1.84221e-08
11,7,0.4,0.4,0,0.0015,2.11156e-07
11,8,0.4,0.4,0.03125,0.0032,1.19886e-06
11,9,0.4,0.4,0.0862069,0.0058,4.47721e-06
11,10,0.4,0.4,0.06,0.01,1.31818e-05
11,11,0.4,0.4,0.131579,0.0152,2.9691e-05
11,12,0.4,0.4,0.135458,0.0251,6.51169e-05
11,13,0.4,0.4,0.14527,0.0296,9.35668e-05
11,14,0.4,0.4,0.185819,0.0409,0.000147047
11,15,0.4,0.4,0.199605,0.0506,0.000195696
11,16,0.4,0.4,0.199005,0.0603,0.000239683
11,17,0.4,0.4,0.254873,0.0667,0.000262407
11,18,0.4,0.4,0.264201,0.0757,0.000285664
11,19,0.4,0.4,0.312719,0.0857,0.000302158
11,20,0.4,0.4,0.325364,0.0962,0.000309955
11,21,0.4,0.4,0.336166,0.1059,0.000306009
11,22,0.4,0.4,0.378151,0.1071,0.000273153
11,23,0.4,0.4,0.369338,0.1148,0.000254924
11,24,0.4,0.4,0.396997,0.1199,0.000229124
11,25,0.4,0.4,0.429383,0.1232,0.000200582
11,26,0.4,0.4,0.457551,0.1331,0.00018304
11,27,0.4,0.4,0.463842,0.1369,0.000157849
11,28,0.4,0.4,0.476156,0.1363,0.000130928
11,29,0.4,0.4,0.505017,0.1495,0.000118984
12,5,0.4,0.4,0,0,0
12,6,0.4,0.4,0,0.0001,2.76728e-09
12,7,0.4,0.4,0,0.0014,1.48022e-07
12,8,0.4,0.4,0.0416667,0.0024,6.75326e-07
12,9,0.4,0.4,0.056338,0.0071,4.11645e-06
12,10,0.4,0.4,0.0833333,0.0108,1.06926e-05
12,11,0.4,0.4,0.0833333,0.018,2.64081e-05
12,12,0.4,0.4,0.132812,0.0256,4.98821e-05
12,13,0.4,0.4,0.0985915,0.0284,6.74269e-05
12,14,0.4,0.4,0.14186,0.043,0.000116115
12,15,0.4,0.4,0.167969,0.0512,0.000148726
12,16,0.4,0.4,0.172166,0.0697,0.000208084
12,17,0.4,0.4,0.230661,0.0711,0.000210089
12,18,0.4,0.4,0.223181,0.0811,0.000229861
12,19,0.4,0.4,0.254842,0.0981,0.000259781
12,20,0.4,0.4,0.277132,0.1032,0.00024974
12,21,0.4,0.4,0.305254,0.1104,0.000239603
12,22,0.4,0.4,0.313862,0.1147,0.000219717
12,23,0.4,0.4,0.328864,0.1268,0.000211482
12,24,0.4,0.4,0.361654,0.133,0.000190892
12,25,0.4,0.4,0.391011,0.1335,0.000163247
12,26,0.4,0.4,0.405366,0.1379,0.000142435
12,27,0.4,0.4,0.41033,0.1394,0.000120722
12,28,0.4,0.4,0.441876,0.1471,0.000106129
12,29,0.4,0.4,0.451613,0.1488,8.89479e-05
13,5,0.4,0.4,0,0.0002,5.83263e-10
13,6,0.4,0.4,0,0.0005,9.5229e-09
13,7,0.4,0.4,0,0.0011,8.00455e-08
13,8,0.4,0.4,0.0238095,0.0042,8.13388e-07
13,9,0.4,0.4,0,0.0065,2.59373e-06
13,10,0.4,0.4,0.0512821,0.0117,7.97243e-06
13,11,0.4,0.4,0.0402299,0.0174,1.75696e-05
13,12,0.4,0.4,0.0736434,0.0258,3.45996e-05
13,13,0.4,0.4,0.0903955,0.0354,5.78449e-05
13,14,0.4,0.4,0.115226,0.0486,9.03237e-05
13,15,0.4,0.4,0.150943,0.0583,0.000116555
13,16,0.4,0.4,0.144444,0.072,0.00014794
13,17,0.4,0.4,0.178974,0.0799,0.00016249
13,18,0.4,0.4,0.206041,0.0927,0.00018083
13,19,0.4,0.4,0.21853,0.0993,0.000180982
13,20,0.4,0.4,0.232075,0.106,0.000176547
13,21,0.4,0.4,0.256454,0.1162,0.000173571
13,22,0.4,0.4,0.297474,0.1227,0.000161768
13,23,0.4,0.4,0.304313,0.1252,0.000143716
13,24,0.4,0.4,0.322483,0.1321,0.000130492
13,25,0.4,0.4,0.340441,0.136,0.000114459
13,26,0.4,0.4,0.376307,0.1435,0.000102012
13,27,0.4,0.4,0.386537,0.1441,8.5888e-05
13,28,0.4,0.4,0.400549,0.1458,7.23976e-05
13,29,0.4,0.4,0.412807,0.1468,6.03956e-05
14,5,0.4,0.4,0.333333,0.0003,5.63397e-10
14,6,0.4,0.4,0,0.0006,7.35884e-09
14,7,0.4,0.4,0,0.0016,7.49761e-08
14,8,0.4,0.4,0,0.0038,4.73905e-07
14,9,0.4,0.4,0.0116279,0.0086,2.20988e-06
14,10,0.4,0.4,0.0671642,0.0134,5.87988e-06
14,11,0.4,0.4,0.0819672,0.0183,1.18993e-05
14,12,0.4,0.4,0.0614334,0.0293,2.53033e-05
14,13,0.4,0.4,0.0725389,0.0386,4.0617e-05
14,14,0.4,0.4,0.106695,0.0478,5.72074e-05
14,15,0.4,0.4,0.0902778,0.0576,7.41556e-05
14,16,0.4,0.4,0.15928,0.0722,9.55317e-05
14,17,0.4,0.4,0.149343,0.0837,0.000109614
14,18,0.4,0.4,0.186957,0.092,0.000115568
14,19,0.4,0.4,0.199383,0.0973,0.000114198
14,20,0.4,0.4,0.213333,0.1125,0.000120661
14,21,0.4,0.4,0.215412,0.1142,0.000109849
14,22,0.4,0.4,0.257347,0.1259,0.000106889
14,23,0.4,0.4,0.253981,0.1256,9.2843e-05
14,24,0.4,0.4,0.307925,0.1325,8.42863e-05
14,25,0.4,0.4,0.328697,0.1366,7.40323e-05
14,26,0.4,0.4,0.328995,0.1383,6.33112e-05
14,27,0.4,0.4,0.358974,0.1482,5.68821e-05
14,28,0.4,0.4,0.356683,0.1399,4.47345e-05
14,29,0.4,0.4,0.359836,0.1459,3.86539e-05
15,5,0.4,0.4,0,0.0003,3.44749e-10
15,6,0.4,0.4,0,0.0008,6.00395e-09
15,7,0.4,0.4,0,0.0021,6.02158e-08
15,8,0.4,0.4,0.0238095,0.0042,3.20513e-07
15,9,0.4,0.4,0.0322581,0.0062,9.74877e-07
15,10,0.4,0.4,0.00657895,0.0152,4.08127e-06
15,11,0.4,0.4,0.056701,0.0194,7.719e-06
15,12,0.4,0.4,0.0456026,0.0307,1.62232e-05
15,13,0.4,0.4,0.0745856,0.0362,2.33087e-05
15,14,0.4,0.4,0.0827423,0.0423,3.0978e-05
15,15,0.4,0.4,0.0973597,0.0606,4.774e-05
15,16,0.4,0.4,0.108664,0.0681,5.51374e-05
15,17,0.4,0.4,0.122653,0.0799,6.40288e-05
15,18,0.4,0.4,0.168605,0.086,6.61054e-05
15,19,0.4,0.4,0.184447,0.1003,7.20333e-05
15,20,0.4,0.4,0.176152,0.1107,7.26524e-05
15,21,0.4,0.4,0.205527,0.1158,6.81594e-05
15,22,0.4,0.4,0.216753,0.1158,6.01594e-05
15,23,0.4,0.4,0.262666,0.1283,5.8033e-05
15,24,0.4,0.4,0.257166,0.1256,4.88899e-05
15,25,0.4,0.4,0.276364,0.1375,4.55997e-05
15,26,0.4,0.4,0.273252,0.1387,3.88529e-05
15,27,0.4,0.4,0.29552,0.1384,3.25051e-05
15,28,0.4,0.4,0.321882,0.1339,2.61996e-05
15,29,0.4,0.4,0.331472,0.1433,2.32313e-05
16,5,0.4,0.4,0,0,0
16,6,0.4,0.4,0,0.0003,1.32453e-09
16,7,0.4,0.4,0,0.0012,2.02426e-08
16,8,0.4,0.4,0.0322581,0.0031,1.39171e-07
16,9,0.4,0.4,0.0144928,0.0069,6.38263e-07
16,10,0.4,0.4,0.0291971,0.0137,2.16404e-06
16,11,0.4,0.4,0.0454545,0.022,5.14961e-06
16,12,0.4,0.4,0.0442804,0.0271,8.42481e-06
16,13,0.4,0.4,0.0603015,0.0398,1.50759e-05
16,14,0.4,0.4,0.0840336,0.0476,2.05075e-05
16,15,0.4,0.4,0.0775862,0.058,2.68801e-05
16,16,0.4,0.4,0.0813953,0.0688,3.27703e-05
16,17,0.4,0.4,0.122807,0.0798,3.76204e-05
16,18,0.4,0.4,0.148936,0.0893,4.03815e-05
16,19,0.4,0.4,0.145833,0.096,4.05598e-05
16,20,0.4,0.4,0.179437,0.1031,3.98064e-05
16,21,0.4,0.4,0.204505,0.111,3.84355e-05
16,22,0.4,0.4,0.183017,0.1213,3.70722e-05
16,23,0.4,0.4,0.211569,0.1262,3.35815e-05
16,24,0.4,0.4,0.238167,0.1331,3.0479e-05
16,25,0.4,0.4,0.265134,0.1305,2.54602e-05
16,26,0.4,0.4,0.251885,0.1326,2.18516e-05
16,27,0.4,0.4,0.275405,0.1358,1.87633e-05
16,28,0.4,0.4,0.286022,0.1395,1.60576e-05
16,29,0.4,0.4,0.316802,0.1351,1.28847e-05
17,5,0.4,0.4,0,0.0001,3.85799e-11
17,6,0.4,0.4,0,0.0005,1.25978e-09
17,7,0.4,0.4,0,0.0025,2.40664e-08
17,8,0.4,0.4,0,0.0039,9.99171e-08
17,9,0.4,0.4,0.0294118,0.0068,3.5896e-07
17,10,0.4,0.4,0.0232558,0.0129,1.16284e-06
17,11,0.4,0.4,0.0152284,0.0197,2.63151e-06
17,12,0.4,0.4,0.0653061,0.0245,4.34654e-06
17,13,0.4,0.4,0.0505319,0.0376,8.12785e-06
17,14,0.4,0.4,0.0447427,0.0447,1.099e-05
17,15,0.4,0.4,0.0836299,0.0562,1.48636e-05
17,16,0.4,0.4,0.0828571,0.07,1.90273e-05
17,17,0.4,0.4,0.0976562,0.0768,2.06618e-05
17,18,0.4,0.4,0.120048,0.0833,2.14962e-05
17,19,0.4,0.4,0.123932,0.0936,2.25677e-05
17,20,0.4,0.4,0.158896,0.1051,2.31571e-05
17,21,0.4,0.4,0.157509,0.1092,2.15784e-05
17,22,0.4,0.4,0.169463,0.1192,2.07898e-05
17,23,0.4,0.4,0.1886,0.1193,1.81162e-05
17,24,0.4,0.4,0.204545,0.1188,1.55248e-05
17,25,0.4,0.4,0.202483,0.1289,1.43513e-05
17,26,0.4,0.4,0.235247,0.1254,1.1793e-05
17,27,0.4,0.4,0.237247,0.1235,9.73782e-06
17,28,0.4,0.4,0.249021,0.1277,8.38849e-06
17,29,0.4,0.4,0.307633,0.1297,7.05904e-06
18,5,0.4,0.4,0,0,0
18,6,0.4,0.4,0,0.0002,2.80903e-10
18,7,0.4,0.4,0,0.0016,8.58602e-09
18,8,0.4,0.4,0.0294118,0.0034,4.85574e-08
18,9,0.4,0.4,0.0441176,0.0068,2.001e-07
18,10,0.4,0.4,0.0267857,0.0112,5.62795e-07
18,11,0.4,0.4,0.0454545,0.0176,1.31055e-06
18,12,0.4,0.4,0.0620155,0.0258,2.55152e-06
18,13,0.4,0.4,0.0570571,0.0333,4.01267e-06
18,14,0.4,0.4,0.0512249,0.0449,6.15374e-06
18,15,0.4,0.4,0.0469667,0.0511,7.53375e-06
18,16,0.4,0.4,0.0868167,0.0622,9.42475e-06
18,17,0.4,0.4,0.0811966,0.0702,1.0528e-05
18,18,0.4,0.4,0.09319,0.0837,1.20405e-05
18,19,0.4,0.4,0.120293,0.0956,1.2849e-05
18,20,0.4,0.4,0.122056,0.0934,1.14717e-05
18,21,0.4,0.4,0.138728,0.1038,1.14339e-05
18,22,0.4,0.4,0.143527,0.1066,1.03641e-05
18,23,0.4,0.4,0.162355,0.1121,9.4893e-06
18,24,0.4,0.4,0.185841,0.113,8.23168e-06
18,25,0.4,0.4,0.191266,0.1145,7.10632e-06
18,26,0.4,0.4,0.197712,0.1224,6.41666e-06
18,27,0.4,0.4,0.239344,0.122,5.36236e-06
18,28,0.4,0.4,0.248442,0.1284,4.70175e-06
18,29,0.4,0.4,0.25624,0.1202,3.6468e-06
19,5,0.4,0.4,0,0,0
19,6,0.4,0.4,0,0.0005,3.84489e-10
19,7,0.4,0.4,0,0.0015,4.40707e-09
19,8,0.4,0.4,0,0.0032,2.50215e-08
19,9,0.4,0.4,0.0307692,0.0065,1.04722e-07
19,10,0.4,0.4,0.018018,0.0111,3.05381e-07
19,11,0.4,0.4,0.0243902,0.0164,6.68606e-07
19,12,0.4,0.4,0.0047619,0.021,1.13706e-06
19,13,0.4,0.4,0.0575758,0.033,2.17716e-06
19,14,0.4,0.4,0.0376569,0.0478,3.58681e-06
19,15,0.4,0.4,0.0709939,0.0493,3.97946e-06
19,16,0.4,0.4,0.067474,0.0578,4.79506e-06
19,17,0.4,0.4,0.102639,0.0682,5.5999e-06
19,18,0.4,0.4,0.0936675,0.0758,5.97001e-06
19,19,0.4,0.4,0.0884615,0.078,5.73977e-06
19,20,0.4,0.4,0.124005,0.0879,5.91096e-06
19,21,0.4,0.4,0.109208,0.0934,5.63289e-06
19,22,0.4,0.4,0.13401,0.0985,5.24322e-06
19,23,0.4,0.4,0.153291,0.1109,5.13981e-06
19,24,0.4,0.4,0.154904,0.1091,4.35133e-06
19,25,0.4,0.4,0.175962,0.104,3.53394e-06
19,26,0.4,0.4,0.188628,0.1108,3.1802e-06
19,27,0.4,0.4,0.227475,0.1121,2.69767e-06
19,28,0.4,0.4,0.203804,0.1104,2.21335e-06
19,29,0.4,0.4,0.235658,0.1133,1.88202e-06
20,5,0.4,0.4,0,0.0002,1.27184e-11
20,6,0.4,0.4,0,0.0004,1.66122e-10
20,7,0.4,0.4,0,0.001,1.58676e-09
20,8,0.4,0.4,0,0.0025,1.05574e-08
20,9,0.4,0.4,0.0192308,0.0052,4.52461e-08
20,10,0.4,0.4,0.00833333,0.012,1.783e-07
20,11,0.4,0.4,0.0519481,0.0154,3.39078e-07
20,12,0.4,0.4,0.0421941,0.0237,6.93052e-07
20,13,0.4,0.4,0.0226537,0.0309,1.101e-06
20,14,0.4,0.4,0.0335196,0.0358,1.45082e-06
20,15,0.4,0.4,0.0549898,0.0491,2.14048e-06
20,16,0.4,0.4,0.0514706,0.0544,2.43735e-06
20,17,0.4,0.4,0.0569514,0.0597,2.64742e-06
20,18,0.4,0.4,0.0833333,0.0684,2.90947e-06
20,19,0.4,0.4,0.0800543,0.0737,2.929e-06
20,20,0.4,0.4,0.0997537,0.0812,2.94902e-06
20,21,0.4,0.4,0.107539,0.0902,2.93794e-06
20,22,0.4,0.4,0.0885417,0.096,2.75985e-06
20,23,0.4,0.4,0.126163,0.0967,2.42044e-06
20,24,0.4,0.4,0.144162,0.0985,2.12171e-06
20,25,0.4,0.4,0.156762,0.0976,1.79113e-06
20,26,0.4,0.4,0.155039,0.1032,1.59973e-06
20,27,0.4,0.4,0.200186,0.1074,1.39585e-06
20,28,0.4,0.4,0.185393,0.1068,1.15639e-06
20,29,0.4,0.4,0.208914,0.1077,9.66188e-07
21,5,0.4,0.4,0,0.0001,3.39953e-12
21,6,0.4,0.4,0,0.0001,2.22016e-11
21,7,0.4,0.4,0,0.001,8.48259e-10
21,8,0.4,0.4,0,0.0022,4.96656e-09
21,9,0.4,0.4,0,0.0047,2.18622e-08
21,10,0.4,0.4,0.0169492,0.0118,9.37284e-08
21,11,0.4,0.4,0.0125786,0.0159,1.87152e-07
21,12,0.4,0.4,0.00873362,0.0229,3.5799e-07
21,13,0.4,0.4,0.0191083,0.0314,5.98103e-07
21,14,0.4,0.4,0.0334262,0.0359,7.77758e-07
21,15,0.4,0.4,0.0192771,0.0415,9.67153e-07
21,16,0.4,0.4,0.0425926,0.054,1.29339e-06
21,17,0.4,0.4,0.0485437,0.0618,1.46506e-06
21,18,0.4,0.4,0.0582677,0.0635,1.44394e-06
21,19,0.4,0.4,0.0860656,0.0732,1.55518e-06
21,20,0.4,0.4,0.0970516,0.0814,1.58039e-06
21,21,0.4,0.4,0.086741,0.0807,1.40517e-06
21,22,0.4,0.4,0.115337,0.0815,1.25253e-06
21,23,0.4,0.4,0.102715,0.0847,1.13336e-06
21,24,0.4,0.4,0.127749,0.0955,1.09969e-06
21,25,0.4,0.4,0.145631,0.0927,9.09444e-07
21,26,0.4,0.4,0.131495,0.0943,7.8144e-07
21,27,0.4,0.4,0.165638,0.0972,6.75335e-07
21,28,0.4,0.4,0.192519,0.0909,5.26156e-07
21,29,0.4,0.4,0.175159,0.0942,4.51767e-07
22,5,0.4,0.4,0,0.0001,1.80389e-12
22,6,0.4,0.4,0,0,0
22,7,0.4,0.4,0,0.0016,7.20179e-10
22,8,0.4,0.4,0,0.0025,2.99478e-09
22,9,0.4,0.4,0.0227273,0.0044,1.08602e-08
22,10,0.4,0.4,0.0113636,0.0088,3.70906e-08
22,11,0.4,0.4,0.00763359,0.0131,8.182e-08
22,12,0.4,0.4,0.016129,0.0186,1.54291e-07
22,13,0.4,0.4,0.03663,0.0273,2.75931e-07
22,14,0.4,0.4,0.0150602,0.0332,3.81663e-07
22,15,0.4,0.4,0.0564706,0.0425,5.25566e-07
22,16,0.4,0.4,0.0490405,0.0469,5.96075e-07
22,17,0.4,0.4,0.0396396,0.0555,6.98153e-07
22,18,0.4,0.4,0.0604651,0.0645,7.78264e-07
22,19,0.4,0.4,0.0621212,0.066,7.44055e-07
22,20,0.4,0.4,0.0790569,0.0721,7.4279e-07
22,21,0.4,0.4,0.0809717,0.0741,6.84643e-07
22,22,0.4,0.4,0.0823096,0.0814,6.63816e-07
22,23,0.4,0.4,0.0996564,0.0873,6.19857e-07
22,24,0.4,0.4,0.109863,0.0801,4.89431e-07
22,25,0.4,0.4,0.137124,0.0897,4.66961e-07
22,26,0.4,0.4,0.132597,0.0905,3.97946e-07
22,27,0.4,0.4,0.139508,0.0853,3.14481e-07
22,28,0.4,0.4,0.180523,0.0842,2.58616e-07
22,29,0.4,0.4,0.167939,0.0917,2.33359e-07
23,5,0.4,0.4,0,0,0
23,6,0.4,0.4,0,0.0003,1.86569e-11
23,7,0.4,0.4,0,0.0016,3.80175e-10
23,8,0.4,0.4,0,0.0028,1.77062e-09
23,9,0.4,0.4,0,0.0054,7.03597e-09
23,10,0.4,0.4,0.0215054,0.0093,2.06922e-08
23,11,0.4,0.4,0.00854701,0.0117,3.8576e-08
23,12,0.4,0.4,0.010989,0.0182,7.96969e-08
23,13,0.4,0.4,0.00387597,0.0258,1.37658e-07
23,14,0.4,0.4,0.0321637,0.0342,2.07544e-07
23,15,0.4,0.4,0.0257732,0.0388,2.53287e-07
23,16,0.4,0.4,0.037037,0.0459,3.07952e-07
23,17,0.4,0.4,0.0509434,0.053,3.51946e-07
23,18,0.4,0.4,0.0579216,0.0587,3.73894e-07
23,19,0.4,0.4,0.0576,0.0625,3.7195e-07
23,20,0.4,0.4,0.0716332,0.0698,3.79603e-07
23,21,0.4,0.4,0.0712209,0.0688,3.35566e-07
23,22,0.4,0.4,0.09299,0.0699,3.00915e-07
23,23,0.4,0.4,0.0845638,0.0745,2.79239e-07
23,24,0.4,0.4,0.106579,0.076,2.45141e-07
23,25,0.4,0.4,0.11245,0.0747,2.05282e-07
23,26,0.4,0.4,0.138142,0.0818,1.89877e-07
23,27,0.4,0.4,0.149199,0.0811,1.57837e-07
23,28,0.4,0.4,0.129383,0.0827,1.34088e-07
23,29,0.4,0.4,0.180488,0.082,1.10157e-07
24,5,0.4,0.4,0,0.0001,5.01006e-13
24,6,0.4,0.4,0,0.0003,9.81587e-12
24,7,0.4,0.4,0,0.0009,1.12511e-10
24,8,0.4,0.4,0,0.0024,7.98487e-10
24,9,0.4,0.4,0,0.0043,2.94773e-09
